drug_1,drug_2,drug_1_concentration,drug_2_concentration,cell_line,response
Estramustine phosphate sodium,Amifostine,1e-6,1e-6,COLO 205,85.64
Estramustine phosphate sodium,Chlorambucil,1e-6,1e-6,COLO 205,98.796
Hydroxyurea,Chlorambucil,3e-5,1e-4,COLO 205,35.485
Hydroxyurea,Chlorambucil,3e-5,1e-5,COLO 205,82.369
Hydroxyurea,Chlorambucil,3e-5,1e-6,COLO 205,90.698
Ifosfamide,Chlorambucil,1e-4,1e-4,DU-145,53.712
Amifostine,Ifosfamide,1e-4,1e-4,DU-145,84.43
Amifostine,Chlorambucil,1e-4,1e-4,DU-145,45.436
Hydroxyurea,Chlorambucil,1e-4,1e-4,DU-145,20.179
Estramustine phosphate sodium,Ifosfamide,1e-4,1e-4,DU-145,80.28
Estramustine phosphate sodium,Amifostine,1e-4,1e-4,DU-145,80.3
Estramustine phosphate sodium,Chlorambucil,1e-4,1e-4,DU-145,25.259
Ifosfamide,Chlorambucil,1e-4,1e-5,DU-145,107.367
Amifostine,Ifosfamide,1e-4,1e-5,DU-145,102.44
Amifostine,Chlorambucil,1e-4,1e-5,DU-145,105.878
Hydroxyurea,Chlorambucil,1e-4,1e-5,DU-145,108.094
Estramustine phosphate sodium,Ifosfamide,1e-4,1e-5,DU-145,104.75
Estramustine phosphate sodium,Amifostine,1e-4,1e-5,DU-145,98.45
Estramustine phosphate sodium,Chlorambucil,1e-4,1e-5,DU-145,114.224
Ifosfamide,Chlorambucil,1e-4,1e-6,DU-145,106.354
Amifostine,Ifosfamide,1e-4,1e-6,DU-145,109.45
Amifostine,Chlorambucil,1e-4,1e-6,DU-145,100.834
Hydroxyurea,Chlorambucil,1e-4,1e-6,DU-145,100.592
Estramustine phosphate sodium,Ifosfamide,1e-4,1e-6,DU-145,98.31
Estramustine phosphate sodium,Amifostine,1e-4,1e-6,DU-145,107.91
Estramustine phosphate sodium,Chlorambucil,1e-4,1e-6,DU-145,96.995
Ifosfamide,Chlorambucil,1e-5,1e-4,DU-145,55.874
Amifostine,Ifosfamide,1e-5,1e-4,DU-145,101.54
Amifostine,Chlorambucil,1e-5,1e-4,DU-145,24.47
Hydroxyurea,Chlorambucil,1e-5,1e-4,DU-145,27.487
Estramustine phosphate sodium,Ifosfamide,1e-5,1e-4,DU-145,103.45
Estramustine phosphate sodium,Amifostine,1e-5,1e-4,DU-145,92.1
Estramustine phosphate sodium,Chlorambucil,1e-5,1e-4,DU-145,70.049
Ifosfamide,Chlorambucil,1e-5,1e-5,DU-145,106.722
Amifostine,Ifosfamide,1e-5,1e-5,DU-145,111.56
Amifostine,Chlorambucil,1e-5,1e-5,DU-145,106.072
Hydroxyurea,Chlorambucil,1e-5,1e-5,DU-145,111.707
Estramustine phosphate sodium,Ifosfamide,1e-5,1e-5,DU-145,88.98
Estramustine phosphate sodium,Amifostine,1e-5,1e-5,DU-145,81.13
Estramustine phosphate sodium,Chlorambucil,1e-5,1e-5,DU-145,107.684
Ifosfamide,Chlorambucil,1e-5,1e-6,DU-145,110.774
Amifostine,Ifosfamide,1e-5,1e-6,DU-145,108.17
Amifostine,Chlorambucil,1e-5,1e-6,DU-145,100.059
Hydroxyurea,Chlorambucil,1e-5,1e-6,DU-145,114.924
Estramustine phosphate sodium,Ifosfamide,1e-5,1e-6,DU-145,88.97
Estramustine phosphate sodium,Amifostine,1e-5,1e-6,DU-145,90.36
Estramustine phosphate sodium,Chlorambucil,1e-5,1e-6,DU-145,107.516
Ifosfamide,Chlorambucil,1e-6,1e-4,DU-145,40.441
Amifostine,Ifosfamide,1e-6,1e-4,DU-145,104
Amifostine,Chlorambucil,1e-6,1e-4,DU-145,46.391
Estramustine phosphate sodium,Ifosfamide,1e-6,1e-4,DU-145,104.8
Estramustine phosphate sodium,Amifostine,1e-6,1e-4,DU-145,100.29
Estramustine phosphate sodium,Chlorambucil,1e-6,1e-4,DU-145,65.813
Ifosfamide,Chlorambucil,1e-6,1e-5,DU-145,109.602
Amifostine,Ifosfamide,1e-6,1e-5,DU-145,102.93
Amifostine,Chlorambucil,1e-6,1e-5,DU-145,114.369
Estramustine phosphate sodium,Ifosfamide,1e-6,1e-5,DU-145,95.1
Estramustine phosphate sodium,Amifostine,1e-6,1e-5,DU-145,99.94
Estramustine phosphate sodium,Chlorambucil,1e-6,1e-5,DU-145,109.075
Ifosfamide,Chlorambucil,1e-6,1e-6,DU-145,102.13
Amifostine,Ifosfamide,1e-6,1e-6,DU-145,102.42
Amifostine,Chlorambucil,1e-6,1e-6,DU-145,102.344
Estramustine phosphate sodium,Ifosfamide,1e-6,1e-6,DU-145,100.59
Estramustine phosphate sodium,Amifostine,1e-6,1e-6,DU-145,94.75
Estramustine phosphate sodium,Chlorambucil,1e-6,1e-6,DU-145,114.834
Hydroxyurea,Chlorambucil,3e-5,1e-4,DU-145,33.537
Hydroxyurea,Chlorambucil,3e-5,1e-5,DU-145,100.427
Hydroxyurea,Chlorambucil,3e-5,1e-6,DU-145,112.141
Ifosfamide,Chlorambucil,1e-4,1e-4,EKVX,124.581
Amifostine,Ifosfamide,1e-4,1e-4,EKVX,111.65
Amifostine,Chlorambucil,1e-4,1e-4,EKVX,99.635
Hydroxyurea,Chlorambucil,1e-4,1e-4,EKVX,80.574
Estramustine phosphate sodium,Ifosfamide,1e-4,1e-4,EKVX,83.4
Estramustine phosphate sodium,Amifostine,1e-4,1e-4,EKVX,71.63
Estramustine phosphate sodium,Chlorambucil,1e-4,1e-4,EKVX,95.904
Ifosfamide,Chlorambucil,1e-4,1e-5,EKVX,106.974
Amifostine,Ifosfamide,1e-4,1e-5,EKVX,109.42
Amifostine,Chlorambucil,1e-4,1e-5,EKVX,121.528
Hydroxyurea,Chlorambucil,1e-4,1e-5,EKVX,129.453
Estramustine phosphate sodium,Ifosfamide,1e-4,1e-5,EKVX,77.88
Estramustine phosphate sodium,Amifostine,1e-4,1e-5,EKVX,90.44
Estramustine phosphate sodium,Chlorambucil,1e-4,1e-5,EKVX,119.638
Ifosfamide,Chlorambucil,1e-4,1e-6,EKVX,107.757
Amifostine,Ifosfamide,1e-4,1e-6,EKVX,105.96
Amifostine,Chlorambucil,1e-4,1e-6,EKVX,112.768
Hydroxyurea,Chlorambucil,1e-4,1e-6,EKVX,113.858
Estramustine phosphate sodium,Ifosfamide,1e-4,1e-6,EKVX,90.41
Estramustine phosphate sodium,Amifostine,1e-4,1e-6,EKVX,85.7
Estramustine phosphate sodium,Chlorambucil,1e-4,1e-6,EKVX,113.381
Ifosfamide,Chlorambucil,1e-5,1e-4,EKVX,108.281
Amifostine,Ifosfamide,1e-5,1e-4,EKVX,110.84
Amifostine,Chlorambucil,1e-5,1e-4,EKVX,81.842
Hydroxyurea,Chlorambucil,1e-5,1e-4,EKVX,85.178
Estramustine phosphate sodium,Ifosfamide,1e-5,1e-4,EKVX,108.63
Estramustine phosphate sodium,Amifostine,1e-5,1e-4,EKVX,89.94
Estramustine phosphate sodium,Chlorambucil,1e-5,1e-4,EKVX,108.459
Ifosfamide,Chlorambucil,1e-5,1e-5,EKVX,106.94
Amifostine,Ifosfamide,1e-5,1e-5,EKVX,112.3
Amifostine,Chlorambucil,1e-5,1e-5,EKVX,102.302
Hydroxyurea,Chlorambucil,1e-5,1e-5,EKVX,111.262
Estramustine phosphate sodium,Ifosfamide,1e-5,1e-5,EKVX,101.91
Estramustine phosphate sodium,Amifostine,1e-5,1e-5,EKVX,90.33
Estramustine phosphate sodium,Chlorambucil,1e-5,1e-5,EKVX,112.107
Ifosfamide,Chlorambucil,1e-5,1e-6,EKVX,108.072
Amifostine,Ifosfamide,1e-5,1e-6,EKVX,111.7
Amifostine,Chlorambucil,1e-5,1e-6,EKVX,108.615
Hydroxyurea,Chlorambucil,1e-5,1e-6,EKVX,105.017
Estramustine phosphate sodium,Ifosfamide,1e-5,1e-6,EKVX,115.76
Estramustine phosphate sodium,Amifostine,1e-5,1e-6,EKVX,103.57
Estramustine phosphate sodium,Chlorambucil,1e-5,1e-6,EKVX,103.276
Ifosfamide,Chlorambucil,1e-6,1e-4,EKVX,102.37
Amifostine,Ifosfamide,1e-6,1e-4,EKVX,109.05
Amifostine,Chlorambucil,1e-6,1e-4,EKVX,89.686
Estramustine phosphate sodium,Ifosfamide,1e-6,1e-4,EKVX,93.95
Estramustine phosphate sodium,Amifostine,1e-6,1e-4,EKVX,77.68
Estramustine phosphate sodium,Chlorambucil,1e-6,1e-4,EKVX,97.011
Ifosfamide,Chlorambucil,1e-6,1e-5,EKVX,100.833
Amifostine,Ifosfamide,1e-6,1e-5,EKVX,108.99
Amifostine,Chlorambucil,1e-6,1e-5,EKVX,110.814
Estramustine phosphate sodium,Ifosfamide,1e-6,1e-5,EKVX,96.8
Estramustine phosphate sodium,Amifostine,1e-6,1e-5,EKVX,98.16
Estramustine phosphate sodium,Chlorambucil,1e-6,1e-5,EKVX,110.885
Ifosfamide,Chlorambucil,1e-6,1e-6,EKVX,110.094
Amifostine,Ifosfamide,1e-6,1e-6,EKVX,103.41
Amifostine,Chlorambucil,1e-6,1e-6,EKVX,104.756
Estramustine phosphate sodium,Ifosfamide,1e-6,1e-6,EKVX,103.47
Estramustine phosphate sodium,Amifostine,1e-6,1e-6,EKVX,85.5
Estramustine phosphate sodium,Chlorambucil,1e-6,1e-6,EKVX,115.864
Hydroxyurea,Chlorambucil,3e-5,1e-4,EKVX,99.489
Hydroxyurea,Chlorambucil,3e-5,1e-5,EKVX,116.572
Hydroxyurea,Chlorambucil,3e-5,1e-6,EKVX,111.556
Ifosfamide,Chlorambucil,1e-4,1e-4,HCC-2998,64.087
Amifostine,Ifosfamide,1e-4,1e-4,HCC-2998,94.94
Amifostine,Chlorambucil,1e-4,1e-4,HCC-2998,66.081
Hydroxyurea,Chlorambucil,1e-4,1e-4,HCC-2998,71.643
Estramustine phosphate sodium,Ifosfamide,1e-4,1e-4,HCC-2998,9.64
Estramustine phosphate sodium,Amifostine,1e-4,1e-4,HCC-2998,59.5
Estramustine phosphate sodium,Chlorambucil,1e-4,1e-4,HCC-2998,77.717
Ifosfamide,Chlorambucil,1e-4,1e-5,HCC-2998,93.19
Amifostine,Ifosfamide,1e-4,1e-5,HCC-2998,99.43
Amifostine,Chlorambucil,1e-4,1e-5,HCC-2998,87.376
Hydroxyurea,Chlorambucil,1e-4,1e-5,HCC-2998,62.838
Estramustine phosphate sodium,Ifosfamide,1e-4,1e-5,HCC-2998,3.97
Estramustine phosphate sodium,Amifostine,1e-4,1e-5,HCC-2998,76.96
Estramustine phosphate sodium,Chlorambucil,1e-4,1e-5,HCC-2998,96.331
Ifosfamide,Chlorambucil,1e-4,1e-6,HCC-2998,118.631
Amifostine,Ifosfamide,1e-4,1e-6,HCC-2998,110.44
Amifostine,Chlorambucil,1e-4,1e-6,HCC-2998,103.372
Hydroxyurea,Chlorambucil,1e-4,1e-6,HCC-2998,71.452
Estramustine phosphate sodium,Ifosfamide,1e-4,1e-6,HCC-2998,-20.24
Estramustine phosphate sodium,Amifostine,1e-4,1e-6,HCC-2998,34.12
Estramustine phosphate sodium,Chlorambucil,1e-4,1e-6,HCC-2998,122.692
Ifosfamide,Chlorambucil,1e-5,1e-4,HCC-2998,69.089
Amifostine,Ifosfamide,1e-5,1e-4,HCC-2998,109.02
Amifostine,Chlorambucil,1e-5,1e-4,HCC-2998,66.465
Hydroxyurea,Chlorambucil,1e-5,1e-4,HCC-2998,62.999
Estramustine phosphate sodium,Ifosfamide,1e-5,1e-4,HCC-2998,95.98
Estramustine phosphate sodium,Amifostine,1e-5,1e-4,HCC-2998,111.03
Estramustine phosphate sodium,Chlorambucil,1e-5,1e-4,HCC-2998,103.809
Ifosfamide,Chlorambucil,1e-5,1e-5,HCC-2998,102.963
Amifostine,Ifosfamide,1e-5,1e-5,HCC-2998,116.07
Amifostine,Chlorambucil,1e-5,1e-5,HCC-2998,93.184
Hydroxyurea,Chlorambucil,1e-5,1e-5,HCC-2998,91.462
Estramustine phosphate sodium,Ifosfamide,1e-5,1e-5,HCC-2998,97.27
Estramustine phosphate sodium,Amifostine,1e-5,1e-5,HCC-2998,108.83
Estramustine phosphate sodium,Chlorambucil,1e-5,1e-5,HCC-2998,102.991
Ifosfamide,Chlorambucil,1e-5,1e-6,HCC-2998,90.552
Amifostine,Ifosfamide,1e-5,1e-6,HCC-2998,101.04
Amifostine,Chlorambucil,1e-5,1e-6,HCC-2998,106.572
Hydroxyurea,Chlorambucil,1e-5,1e-6,HCC-2998,100.147
Estramustine phosphate sodium,Ifosfamide,1e-5,1e-6,HCC-2998,105.61
Estramustine phosphate sodium,Amifostine,1e-5,1e-6,HCC-2998,102
Estramustine phosphate sodium,Chlorambucil,1e-5,1e-6,HCC-2998,103.036
Ifosfamide,Chlorambucil,1e-6,1e-4,HCC-2998,85.114
Amifostine,Ifosfamide,1e-6,1e-4,HCC-2998,108.06
Amifostine,Chlorambucil,1e-6,1e-4,HCC-2998,70.41
Estramustine phosphate sodium,Ifosfamide,1e-6,1e-4,HCC-2998,91.81
Estramustine phosphate sodium,Amifostine,1e-6,1e-4,HCC-2998,91.44
Estramustine phosphate sodium,Chlorambucil,1e-6,1e-4,HCC-2998,75.611
Ifosfamide,Chlorambucil,1e-6,1e-5,HCC-2998,99.341
Amifostine,Ifosfamide,1e-6,1e-5,HCC-2998,101.86
Amifostine,Chlorambucil,1e-6,1e-5,HCC-2998,100.843
Estramustine phosphate sodium,Ifosfamide,1e-6,1e-5,HCC-2998,102.92
Estramustine phosphate sodium,Amifostine,1e-6,1e-5,HCC-2998,103.5
Estramustine phosphate sodium,Chlorambucil,1e-6,1e-5,HCC-2998,106.439
Ifosfamide,Chlorambucil,1e-6,1e-6,HCC-2998,113.098
Amifostine,Ifosfamide,1e-6,1e-6,HCC-2998,107.15
Amifostine,Chlorambucil,1e-6,1e-6,HCC-2998,100.758
Estramustine phosphate sodium,Ifosfamide,1e-6,1e-6,HCC-2998,112.12
Estramustine phosphate sodium,Amifostine,1e-6,1e-6,HCC-2998,99.84
Estramustine phosphate sodium,Chlorambucil,1e-6,1e-6,HCC-2998,105.437
Hydroxyurea,Chlorambucil,3e-5,1e-4,HCC-2998,71.947
Hydroxyurea,Chlorambucil,3e-5,1e-5,HCC-2998,90.507
Hydroxyurea,Chlorambucil,3e-5,1e-6,HCC-2998,89.312
Ifosfamide,Chlorambucil,1e-4,1e-4,HCT-15,44.383
Amifostine,Ifosfamide,1e-4,1e-4,HCT-15,81.72
Amifostine,Chlorambucil,1e-4,1e-4,HCT-15,42.639
Hydroxyurea,Chlorambucil,1e-4,1e-4,HCT-15,40.628
Estramustine phosphate sodium,Ifosfamide,1e-4,1e-4,HCT-15,71.59
Estramustine phosphate sodium,Amifostine,1e-4,1e-4,HCT-15,74.97
Estramustine phosphate sodium,Chlorambucil,1e-4,1e-4,HCT-15,40.088
Ifosfamide,Chlorambucil,1e-4,1e-5,HCT-15,111.397
Amifostine,Ifosfamide,1e-4,1e-5,HCT-15,103.46
Amifostine,Chlorambucil,1e-4,1e-5,HCT-15,101.61
Hydroxyurea,Chlorambucil,1e-4,1e-5,HCT-15,103.824
Estramustine phosphate sodium,Ifosfamide,1e-4,1e-5,HCT-15,71.42
Estramustine phosphate sodium,Amifostine,1e-4,1e-5,HCT-15,59.67
Estramustine phosphate sodium,Chlorambucil,1e-4,1e-5,HCT-15,107.861
Ifosfamide,Chlorambucil,1e-4,1e-6,HCT-15,110.8
Amifostine,Ifosfamide,1e-4,1e-6,HCT-15,104.64
Amifostine,Chlorambucil,1e-4,1e-6,HCT-15,106.113
Hydroxyurea,Chlorambucil,1e-4,1e-6,HCT-15,114.247
Estramustine phosphate sodium,Ifosfamide,1e-4,1e-6,HCT-15,68.97
Estramustine phosphate sodium,Amifostine,1e-4,1e-6,HCT-15,80.7
Estramustine phosphate sodium,Chlorambucil,1e-4,1e-6,HCT-15,113.101
Ifosfamide,Chlorambucil,1e-5,1e-4,HCT-15,43.884
Amifostine,Ifosfamide,1e-5,1e-4,HCT-15,101.52
Amifostine,Chlorambucil,1e-5,1e-4,HCT-15,46.004
Hydroxyurea,Chlorambucil,1e-5,1e-4,HCT-15,39.873
Estramustine phosphate sodium,Ifosfamide,1e-5,1e-4,HCT-15,108.72
Estramustine phosphate sodium,Amifostine,1e-5,1e-4,HCT-15,76.62
Estramustine phosphate sodium,Chlorambucil,1e-5,1e-4,HCT-15,55.293
Ifosfamide,Chlorambucil,1e-5,1e-5,HCT-15,106.447
Amifostine,Ifosfamide,1e-5,1e-5,HCT-15,107.35
Amifostine,Chlorambucil,1e-5,1e-5,HCT-15,101.831
Hydroxyurea,Chlorambucil,1e-5,1e-5,HCT-15,102.208
Estramustine phosphate sodium,Ifosfamide,1e-5,1e-5,HCT-15,117.7
Estramustine phosphate sodium,Amifostine,1e-5,1e-5,HCT-15,102.52
Estramustine phosphate sodium,Chlorambucil,1e-5,1e-5,HCT-15,101.637
Ifosfamide,Chlorambucil,1e-5,1e-6,HCT-15,114.084
Amifostine,Ifosfamide,1e-5,1e-6,HCT-15,105.2
Amifostine,Chlorambucil,1e-5,1e-6,HCT-15,116.944
Hydroxyurea,Chlorambucil,1e-5,1e-6,HCT-15,111.677
Estramustine phosphate sodium,Ifosfamide,1e-5,1e-6,HCT-15,93.14
Estramustine phosphate sodium,Amifostine,1e-5,1e-6,HCT-15,97.11
Estramustine phosphate sodium,Chlorambucil,1e-5,1e-6,HCT-15,112.219
Ifosfamide,Chlorambucil,1e-6,1e-4,HCT-15,45.137
Amifostine,Ifosfamide,1e-6,1e-4,HCT-15,94.03
Amifostine,Chlorambucil,1e-6,1e-4,HCT-15,47.407
Estramustine phosphate sodium,Ifosfamide,1e-6,1e-4,HCT-15,109.12
Estramustine phosphate sodium,Amifostine,1e-6,1e-4,HCT-15,101.54
Estramustine phosphate sodium,Chlorambucil,1e-6,1e-4,HCT-15,37.968
Ifosfamide,Chlorambucil,1e-6,1e-5,HCT-15,119.453
Amifostine,Ifosfamide,1e-6,1e-5,HCT-15,109.55
Amifostine,Chlorambucil,1e-6,1e-5,HCT-15,106.34
Estramustine phosphate sodium,Ifosfamide,1e-6,1e-5,HCT-15,104.91
Estramustine phosphate sodium,Amifostine,1e-6,1e-5,HCT-15,105.55
Estramustine phosphate sodium,Chlorambucil,1e-6,1e-5,HCT-15,96.049
Ifosfamide,Chlorambucil,1e-6,1e-6,HCT-15,113.832
Amifostine,Ifosfamide,1e-6,1e-6,HCT-15,100.38
Amifostine,Chlorambucil,1e-6,1e-6,HCT-15,120.165
Estramustine phosphate sodium,Ifosfamide,1e-6,1e-6,HCT-15,99.16
Estramustine phosphate sodium,Amifostine,1e-6,1e-6,HCT-15,103.73
Estramustine phosphate sodium,Chlorambucil,1e-6,1e-6,HCT-15,117.78
Hydroxyurea,Chlorambucil,3e-5,1e-4,HCT-15,42.146
Hydroxyurea,Chlorambucil,3e-5,1e-5,HCT-15,114.715
Hydroxyurea,Chlorambucil,3e-5,1e-6,HCT-15,105.578
Ifosfamide,Chlorambucil,1e-4,1e-4,HCT-116,41.062
Amifostine,Ifosfamide,1e-4,1e-4,HCT-116,76.35
Amifostine,Chlorambucil,1e-4,1e-4,HCT-116,19.516
Hydroxyurea,Chlorambucil,1e-4,1e-4,HCT-116,34.337
Estramustine phosphate sodium,Ifosfamide,1e-4,1e-4,HCT-116,77.51
Estramustine phosphate sodium,Amifostine,1e-4,1e-4,HCT-116,70.26
Estramustine phosphate sodium,Chlorambucil,1e-4,1e-4,HCT-116,29.673
Ifosfamide,Chlorambucil,1e-4,1e-5,HCT-116,106.075
Amifostine,Ifosfamide,1e-4,1e-5,HCT-116,98.49
Amifostine,Chlorambucil,1e-4,1e-5,HCT-116,61.825
Hydroxyurea,Chlorambucil,1e-4,1e-5,HCT-116,104.201
Estramustine phosphate sodium,Ifosfamide,1e-4,1e-5,HCT-116,73.8
Estramustine phosphate sodium,Amifostine,1e-4,1e-5,HCT-116,72.57
Estramustine phosphate sodium,Chlorambucil,1e-4,1e-5,HCT-116,108.176
Ifosfamide,Chlorambucil,1e-4,1e-6,HCT-116,104.202
Amifostine,Ifosfamide,1e-4,1e-6,HCT-116,103.97
Amifostine,Chlorambucil,1e-4,1e-6,HCT-116,74.778
Hydroxyurea,Chlorambucil,1e-4,1e-6,HCT-116,98.426
Estramustine phosphate sodium,Ifosfamide,1e-4,1e-6,HCT-116,73.05
Estramustine phosphate sodium,Amifostine,1e-4,1e-6,HCT-116,83.18
Estramustine phosphate sodium,Chlorambucil,1e-4,1e-6,HCT-116,112.476
Ifosfamide,Chlorambucil,1e-5,1e-4,HCT-116,40.27
Amifostine,Ifosfamide,1e-5,1e-4,HCT-116,97.49
Amifostine,Chlorambucil,1e-5,1e-4,HCT-116,21.99
Hydroxyurea,Chlorambucil,1e-5,1e-4,HCT-116,36.092
Estramustine phosphate sodium,Ifosfamide,1e-5,1e-4,HCT-116,114.13
Estramustine phosphate sodium,Amifostine,1e-5,1e-4,HCT-116,91.61
Estramustine phosphate sodium,Chlorambucil,1e-5,1e-4,HCT-116,71.429
Ifosfamide,Chlorambucil,1e-5,1e-5,HCT-116,107.276
Amifostine,Ifosfamide,1e-5,1e-5,HCT-116,101.7
Amifostine,Chlorambucil,1e-5,1e-5,HCT-116,73.09
Hydroxyurea,Chlorambucil,1e-5,1e-5,HCT-116,96.542
Estramustine phosphate sodium,Ifosfamide,1e-5,1e-5,HCT-116,90.55
Estramustine phosphate sodium,Amifostine,1e-5,1e-5,HCT-116,107.43
Estramustine phosphate sodium,Chlorambucil,1e-5,1e-5,HCT-116,104.514
Ifosfamide,Chlorambucil,1e-5,1e-6,HCT-116,104.77
Amifostine,Ifosfamide,1e-5,1e-6,HCT-116,100.32
Amifostine,Chlorambucil,1e-5,1e-6,HCT-116,88.626
Hydroxyurea,Chlorambucil,1e-5,1e-6,HCT-116,115.851
Estramustine phosphate sodium,Ifosfamide,1e-5,1e-6,HCT-116,97.68
Estramustine phosphate sodium,Amifostine,1e-5,1e-6,HCT-116,100.69
Estramustine phosphate sodium,Chlorambucil,1e-5,1e-6,HCT-116,102.001
Ifosfamide,Chlorambucil,1e-6,1e-4,HCT-116,46.16
Amifostine,Ifosfamide,1e-6,1e-4,HCT-116,107.41
Amifostine,Chlorambucil,1e-6,1e-4,HCT-116,47.23
Estramustine phosphate sodium,Ifosfamide,1e-6,1e-4,HCT-116,89.83
Estramustine phosphate sodium,Amifostine,1e-6,1e-4,HCT-116,104.34
Estramustine phosphate sodium,Chlorambucil,1e-6,1e-4,HCT-116,43.805
Ifosfamide,Chlorambucil,1e-6,1e-5,HCT-116,110.536
Amifostine,Ifosfamide,1e-6,1e-5,HCT-116,120.65
Amifostine,Chlorambucil,1e-6,1e-5,HCT-116,105.454
Estramustine phosphate sodium,Ifosfamide,1e-6,1e-5,HCT-116,95.67
Estramustine phosphate sodium,Amifostine,1e-6,1e-5,HCT-116,107.49
Estramustine phosphate sodium,Chlorambucil,1e-6,1e-5,HCT-116,102.978
Ifosfamide,Chlorambucil,1e-6,1e-6,HCT-116,104.863
Amifostine,Ifosfamide,1e-6,1e-6,HCT-116,104.4
Amifostine,Chlorambucil,1e-6,1e-6,HCT-116,108.29
Estramustine phosphate sodium,Ifosfamide,1e-6,1e-6,HCT-116,94.76
Estramustine phosphate sodium,Amifostine,1e-6,1e-6,HCT-116,106.61
Estramustine phosphate sodium,Chlorambucil,1e-6,1e-6,HCT-116,105.829
Hydroxyurea,Chlorambucil,3e-5,1e-4,HCT-116,34.335
Hydroxyurea,Chlorambucil,3e-5,1e-5,HCT-116,94.721
Hydroxyurea,Chlorambucil,3e-5,1e-6,HCT-116,103.182
Ifosfamide,Chlorambucil,1e-4,1e-4,HL-60(TB),-69.187
Amifostine,Ifosfamide,1e-4,1e-4,HL-60(TB),86.01
Amifostine,Chlorambucil,1e-4,1e-4,HL-60(TB),-71.522
Hydroxyurea,Chlorambucil,1e-4,1e-4,HL-60(TB),-76.223
Estramustine phosphate sodium,Ifosfamide,1e-4,1e-4,HL-60(TB),97.55
Estramustine phosphate sodium,Amifostine,1e-4,1e-4,HL-60(TB),77.47
Estramustine phosphate sodium,Chlorambucil,1e-4,1e-4,HL-60(TB),-69.915
Ifosfamide,Chlorambucil,1e-4,1e-5,HL-60(TB),94.92
Amifostine,Ifosfamide,1e-4,1e-5,HL-60(TB),107.39
Amifostine,Chlorambucil,1e-4,1e-5,HL-60(TB),51.784
Hydroxyurea,Chlorambucil,1e-4,1e-5,HL-60(TB),34.243
Estramustine phosphate sodium,Ifosfamide,1e-4,1e-5,HL-60(TB),90.4
Estramustine phosphate sodium,Amifostine,1e-4,1e-5,HL-60(TB),76.46
Estramustine phosphate sodium,Chlorambucil,1e-4,1e-5,HL-60(TB),78.777
Ifosfamide,Chlorambucil,1e-4,1e-6,HL-60(TB),103.182
Amifostine,Ifosfamide,1e-4,1e-6,HL-60(TB),114.84
Amifostine,Chlorambucil,1e-4,1e-6,HL-60(TB),94.042
Hydroxyurea,Chlorambucil,1e-4,1e-6,HL-60(TB),47.141
Estramustine phosphate sodium,Ifosfamide,1e-4,1e-6,HL-60(TB),97.72
Estramustine phosphate sodium,Amifostine,1e-4,1e-6,HL-60(TB),83.35
Estramustine phosphate sodium,Chlorambucil,1e-4,1e-6,HL-60(TB),114.282
Ifosfamide,Chlorambucil,1e-5,1e-4,HL-60(TB),-71.181
Amifostine,Ifosfamide,1e-5,1e-4,HL-60(TB),90.96
Amifostine,Chlorambucil,1e-5,1e-4,HL-60(TB),-67.425
Hydroxyurea,Chlorambucil,1e-5,1e-4,HL-60(TB),-72.959
Estramustine phosphate sodium,Ifosfamide,1e-5,1e-4,HL-60(TB),103.64
Estramustine phosphate sodium,Amifostine,1e-5,1e-4,HL-60(TB),88.54
Estramustine phosphate sodium,Chlorambucil,1e-5,1e-4,HL-60(TB),-57.966
Ifosfamide,Chlorambucil,1e-5,1e-5,HL-60(TB),96.32
Amifostine,Ifosfamide,1e-5,1e-5,HL-60(TB),111.72
Amifostine,Chlorambucil,1e-5,1e-5,HL-60(TB),55.095
Hydroxyurea,Chlorambucil,1e-5,1e-5,HL-60(TB),75.856
Estramustine phosphate sodium,Ifosfamide,1e-5,1e-5,HL-60(TB),104.58
Estramustine phosphate sodium,Amifostine,1e-5,1e-5,HL-60(TB),85.76
Estramustine phosphate sodium,Chlorambucil,1e-5,1e-5,HL-60(TB),89.54
Ifosfamide,Chlorambucil,1e-5,1e-6,HL-60(TB),104.189
Amifostine,Ifosfamide,1e-5,1e-6,HL-60(TB),108.63
Amifostine,Chlorambucil,1e-5,1e-6,HL-60(TB),100.712
Hydroxyurea,Chlorambucil,1e-5,1e-6,HL-60(TB),118.404
Estramustine phosphate sodium,Ifosfamide,1e-5,1e-6,HL-60(TB),107.36
Estramustine phosphate sodium,Amifostine,1e-5,1e-6,HL-60(TB),96.55
Estramustine phosphate sodium,Chlorambucil,1e-5,1e-6,HL-60(TB),112.728
Ifosfamide,Chlorambucil,1e-6,1e-4,HL-60(TB),-70.64
Amifostine,Ifosfamide,1e-6,1e-4,HL-60(TB),99.85
Amifostine,Chlorambucil,1e-6,1e-4,HL-60(TB),-63.903
Estramustine phosphate sodium,Ifosfamide,1e-6,1e-4,HL-60(TB),102.24
Estramustine phosphate sodium,Amifostine,1e-6,1e-4,HL-60(TB),86.71
Estramustine phosphate sodium,Chlorambucil,1e-6,1e-4,HL-60(TB),-62.108
Ifosfamide,Chlorambucil,1e-6,1e-5,HL-60(TB),92.636
Amifostine,Ifosfamide,1e-6,1e-5,HL-60(TB),115.7
Amifostine,Chlorambucil,1e-6,1e-5,HL-60(TB),64.642
